state;action_reward;n_state 
2375&1|7493&1|9724&1|19249&0|20433&1|12128&1|14086&1|10343&1|9752&1|2606&1;4836&1|13594&1|1446&1;2375&1|7493&1|9724&1|19249&0|20433&1|12128&1|14086&1|10343&1|9752&1|2606&1|4836&1|13594&1|1446&1
429&0|7066&0|7873&0|17671&0|20615&0|9119&1|10855&0|4485&1|12598&0|15546&0;16594&0|2590&0|4905&0;429&0|7066&0|7873&0|17671&0|20615&0|9119&1|10855&0|4485&1|12598&0|15546&0|16594&0|2590&0|4905&0
15216&1|4017&1|4017&0|14047&0|7778&1|11945&0|20285&1|11945&1|15216&0|14047&1;4017&1|15216&1|4017&0;15216&1|4017&1|4017&0|14047&0|7778&1|11945&0|20285&1|11945&1|15216&0|14047&1|4017&1|15216&1|4017&0
9454&0|2526&0|7291&1|6617&1|7692&0|20356&1|19737&1|20409&0|19586&0|5883&0;5323&0|4755&0|3556&0;9454&0|2526&0|7291&1|6617&1|7692&0|20356&1|19737&1|20409&0|19586&0|5883&0|5323&0|4755&0|3556&0
12173&1|7937&1|1284&1|5508&1|3701&1|466&1|230&1|11232&1|1634&1|8981&1;4473&1|18693&1|8427&1;12173&1|7937&1|1284&1|5508&1|3701&1|466&1|230&1|11232&1|1634&1|8981&1|4473&1|18693&1|8427&1
406&1|8518&0|14578&0|1193&1|20699&0|19965&0|14383&0|4162&0|13846&0|1490&0;11990&1|18234&1|4375&0;406&1|8518&0|14578&0|1193&1|20699&0|19965&0|14383&0|4162&0|13846&0|1490&0|11990&1|18234&1|4375&0
19618&0|11428&1|10670&0|686&0|19378&0|2708&0|12834&0|686&0|15708&0|12680&1;16393&0|801&0|9607&0;19618&0|11428&1|10670&0|686&0|19378&0|2708&0|12834&0|686&0|15708&0|12680&1|16393&0|801&0|9607&0
11413&0|9182&1|16807&1|7335&0|5719&0|12561&1|9636&1|20735&0|15708&0|18655&0;14842&1|12541&1|15591&1;11413&0|9182&1|16807&1|7335&0|5719&0|12561&1|9636&1|20735&0|15708&0|18655&0|14842&1|12541&1|15591&1
13145&0|13511&0|13709&0|9657&0|17061&1|14901&0|17651&0|1007&1|11638&0|16893&0;8407&1|1031&1|20207&0;13145&0|13511&0|13709&0|9657&0|17061&1|14901&0|17651&0|1007&1|11638&0|16893&0|8407&1|1031&1|20207&0
17821&1|3102&1|15216&0|6812&1|19490&0|11650&0|20668&0|20713&0|12835&1|10208&0;8401&0|9379&0|727&1;17821&1|3102&1|15216&0|6812&1|19490&0|11650&0|20668&0|20713&0|12835&1|10208&0|8401&0|9379&0|727&1
15216&1|10364&1|4404&1|17717&0|3411&1|4404&1|10364&1|4404&0|15216&0|4404&0;4404&1|4404&0|10364&1;15216&1|10364&1|4404&1|17717&0|3411&1|4404&1|10364&1|4404&0|15216&0|4404&0|4404&1|4404&0|10364&1
1224&0|19752&1|19333&0|11682&0|8108&0|7937&0|20761&0|752&0|15591&0|19883&0;14523&0|14270&0|7148&0;1224&0|19752&1|19333&0|11682&0|8108&0|7937&0|20761&0|752&0|15591&0|19883&0|14523&0|14270&0|7148&0
5432&1|6043&1|730&0|11905&1|11481&1|5233&1|4688&1|9006&1|17602&1|20132&0;16853&1|6742&1|1977&1;5432&1|6043&1|730&0|11905&1|11481&1|5233&1|4688&1|9006&1|17602&1|20132&0|16853&1|6742&1|1977&1
4015&1|1755&1|7967&0|4605&1|15845&1|14010&1|338&0|10198&1|12850&1|17860&1;6221&1|14321&1|14370&1;4015&1|1755&1|7967&0|4605&1|15845&1|14010&1|338&0|10198&1|12850&1|17860&1|6221&1|14321&1|14370&1
8962&0|2141&0|15498&1|12907&0|11518&0|11914&0|19022&1|1967&0|13526&1|16388&1;6521&0|15973&0|6251&0;8962&0|2141&0|15498&1|12907&0|11518&0|11914&0|19022&1|1967&0|13526&1|16388&1|6521&0|15973&0|6251&0
3490&1|18886&0|11762&0|15216&1|15581&0|18984&0|8981&0|12604&0|12588&0|15581&1;18886&0|11762&0|15581&1;3490&1|18886&0|11762&0|15216&1|15581&0|18984&0|8981&0|12604&0|12588&0|15581&1|18886&0|11762&0|15581&1
5875&1|1596&0|13959&0|13474&1|17226&0|3182&1|3182&0|3500&0|18297&1|19752&1;7617&0|1665&0|3182&0;5875&1|1596&0|13959&0|13474&1|17226&0|3182&1|3182&0|3500&0|18297&1|19752&1|7617&0|1665&0|3182&0
15066&0|19047&0|5850&0|19605&0|2430&1|11107&1|14364&0|17394&0|1488&0|5102&0;1085&0|18272&0|13783&0;15066&0|19047&0|5850&0|19605&0|2430&1|11107&1|14364&0|17394&0|1488&0|5102&0|1085&0|18272&0|13783&0
13093&0|10960&0|9507&1|10471&0|12849&0|17503&0|17649&0|13645&1|19302&1|17544&0;4913&0|16898&0|6868&0;13093&0|10960&0|9507&1|10471&0|12849&0|17503&0|17649&0|13645&1|19302&1|17544&0|4913&0|16898&0|6868&0
4897&1|8490&0|14538&0|4593&0|4459&1|14208&0|14355&1|17250&0|18259&0|9717&1;2324&0|11764&0|14499&0;4897&1|8490&0|14538&0|4593&0|4459&1|14208&0|14355&1|17250&0|18259&0|9717&1|2324&0|11764&0|14499&0
16672&1|11819&1|16848&1|3324&1|9956&0|15216&1|2299&1|14374&0|11856&1|15619&1;5780&1|17479&1|12783&0;16672&1|11819&1|16848&1|3324&1|9956&0|15216&1|2299&1|14374&0|11856&1|15619&1|5780&1|17479&1|12783&0
12275&0|3142&0|12275&1|12636&1|12636&0|12275&0|19993&1|19993&0|12275&1|3142&1;13126&1|12636&1|19993&1;12275&0|3142&0|12275&1|12636&1|12636&0|12275&0|19993&1|19993&0|12275&1|3142&1|13126&1|12636&1|19993&1
11945&0|15517&1|5368&0|16791&1|11945&0|14047&1|9306&1|11945&1|18947&1|14047&0;5368&0|11203&0|19298&0;11945&0|15517&1|5368&0|16791&1|11945&0|14047&1|9306&1|11945&1|18947&1|14047&0|5368&0|11203&0|19298&0
4179&1|17120&0|2177&1|12371&1|14682&1|9574&1|3051&0|11808&1|1520&1|10803&1;12826&1|2331&1|1402&1;4179&1|17120&0|2177&1|12371&1|14682&1|9574&1|3051&0|11808&1|1520&1|10803&1|12826&1|2331&1|1402&1
19487&0|7052&1|2336&0|4458&1|4880&1|16872&1|1557&1|7510&1|15537&0|2870&1;4917&0|796&1|1668&1;19487&0|7052&1|2336&0|4458&1|4880&1|16872&1|1557&1|7510&1|15537&0|2870&1|4917&0|796&1|1668&1
223&1|15267&1|15588&0|2497&1|16211&1|3525&1|8278&1|18722&1|12586&1|18816&1;10096&1|2640&1|17474&1;223&1|15267&1|15588&0|2497&1|16211&1|3525&1|8278&1|18722&1|12586&1|18816&1|10096&1|2640&1|17474&1
16039&0|17503&0|3938&1|4620&1|11643&0|7600&0|9774&0|4040&0|8116&0|8923&0;6555&0|3223&1|13176&1;16039&0|17503&0|3938&1|4620&1|11643&0|7600&0|9774&0|4040&0|8116&0|8923&0|6555&0|3223&1|13176&1
3165&1|20252&1|20252&1|4819&1|5893&1|5676&1|6152&1|2745&1|9609&1|18626&1;16622&1|12990&1|16267&1;3165&1|20252&1|20252&1|4819&1|5893&1|5676&1|6152&1|2745&1|9609&1|18626&1|16622&1|12990&1|16267&1
18738&1|2624&1|12246&1|20535&1|8217&1|2124&1|14700&1|5349&1|9437&1|16951&1;9746&0|9477&0|3943&0;18738&1|2624&1|12246&1|20535&1|8217&1|2124&1|14700&1|5349&1|9437&1|16951&1|9746&0|9477&0|3943&0
18166&0|14512&1|12795&1|10852&0|7841&0|6255&1|915&0|15998&1|15222&0|13225&1;1436&1|18546&0|7768&0;18166&0|14512&1|12795&1|10852&0|7841&0|6255&1|915&0|15998&1|15222&0|13225&1|1436&1|18546&0|7768&0
10565&1|10588&0|3465&0|5944&0|13684&1|15588&0|9870&1|13959&0|7855&0|3182&0;14047&1|2903&0|5011&0;10565&1|10588&0|3465&0|5944&0|13684&1|15588&0|9870&1|13959&0|7855&0|3182&0|14047&1|2903&0|5011&0
2473&1|10250&1|8427&1|20222&1|4447&1|10041&1|8427&1|8718&1|10415&0|18797&0;7821&0|11999&0|7817&0;2473&1|10250&1|8427&1|20222&1|4447&1|10041&1|8427&1|8718&1|10415&0|18797&0|7821&0|11999&0|7817&0
7892&0|15949&1|11100&0|17190&1|18648&1|3777&0|10667&1|1284&1|5343&1|537&0;13763&0|2188&0|12231&0;7892&0|15949&1|11100&0|17190&1|18648&1|3777&0|10667&1|1284&1|5343&1|537&0|13763&0|2188&0|12231&0
37&0|9178&0|4017&0|11270&0|11484&0|16822&1|20285&0|14328&0|14634&0|13598&1;15710&0|11484&0|8718&0;37&0|9178&0|4017&0|11270&0|11484&0|16822&1|20285&0|14328&0|14634&0|13598&1|15710&0|11484&0|8718&0
6776&1|3036&1|17149&0|14029&1|15177&1|7096&0|8893&1|14151&1|14834&1|17149&1;6776&0|390&0|14151&0;6776&1|3036&1|17149&0|14029&1|15177&1|7096&0|8893&1|14151&1|14834&1|17149&1|6776&0|390&0|14151&0
1680&1|10436&1|7177&1|14388&1|9038&0|1456&1|7824&1|10085&1|7595&1|9038&0;7177&1|7595&1|7595&0;1680&1|10436&1|7177&1|14388&1|9038&0|1456&1|7824&1|10085&1|7595&1|9038&0|7177&1|7595&1|7595&0
13598&0|10642&1|6779&0|19902&1|16396&0|2494&1|9657&0|7162&1|9853&0|13163&0;3500&1|9942&1|4192&1;13598&0|10642&1|6779&0|19902&1|16396&0|2494&1|9657&0|7162&1|9853&0|13163&0|3500&1|9942&1|4192&1
1284&1|12604&0|18075&0|15581&0|1284&0|8981&0|20387&1|20387&0|3490&0|4017&0;18886&0|11762&0|4312&0;1284&1|12604&0|18075&0|15581&0|1284&0|8981&0|20387&1|20387&0|3490&0|4017&0|18886&0|11762&0|4312&0
8188&1|8370&1|7179&1|10322&1|15139&1|11353&1|16512&1|16878&1|5097&1|4506&1;12481&1|10927&1|16358&1;8188&1|8370&1|7179&1|10322&1|15139&1|11353&1|16512&1|16878&1|5097&1|4506&1|12481&1|10927&1|16358&1
2596&0|18880&0|2584&0|15190&0|17805&0|2584&0|6799&0|15190&0|17805&0|240&0;17805&0|17479&0|15190&1;2596&0|18880&0|2584&0|15190&0|17805&0|2584&0|6799&0|15190&0|17805&0|240&0|17805&0|17479&0|15190&1
18457&0|17974&0|19458&1|7619&1|2213&1|169&1|12874&1|6612&1|18804&1|8635&1;4262&0|9490&0|9735&0;18457&0|17974&0|19458&1|7619&1|2213&1|169&1|12874&1|6612&1|18804&1|8635&1|4262&0|9490&0|9735&0
10869&0|15252&0|15252&0|10869&0|13305&1|19684&0|11772&0|10914&1|11772&0|10914&1;15119&1|9594&1|233&0;10869&0|15252&0|15252&0|10869&0|13305&1|19684&0|11772&0|10914&1|11772&0|10914&1|15119&1|9594&1|233&0
9580&0|19617&0|3217&0|1729&0|2360&0|14596&0|16260&0|9580&1|19617&1|5057&1;17785&0|9972&0|14549&0;9580&0|19617&0|3217&0|1729&0|2360&0|14596&0|16260&0|9580&1|19617&1|5057&1|17785&0|9972&0|14549&0
10656&1|3447&1|5886&1|2939&1|8077&0|4792&0|12349&1|14688&0|6609&1|3423&1;5989&1|6609&0|13068&1;10656&1|3447&1|5886&1|2939&1|8077&0|4792&0|12349&1|14688&0|6609&1|3423&1|5989&1|6609&0|13068&1
5565&0|5385&1|1715&1|15323&1|1438&1|16305&1|19514&1|11977&0|20036&1|6260&0;17826&0|6037&1|5580&1;5565&0|5385&1|1715&1|15323&1|1438&1|16305&1|19514&1|11977&0|20036&1|6260&0|17826&0|6037&1|5580&1
5131&1|11935&1|14199&1|10304&1|9703&1|9703&1|10247&1|13574&1|9703&0|6288&1;9169&1|562&1|10641&1;5131&1|11935&1|14199&1|10304&1|9703&1|9703&1|10247&1|13574&1|9703&0|6288&1|9169&1|562&1|10641&1
13094&0|13094&0|7960&1|1106&0|16297&0|1106&0|1106&1|20091&0|9087&0|16297&0;4505&1|18685&0|6542&1;13094&0|13094&0|7960&1|1106&0|16297&0|1106&0|1106&1|20091&0|9087&0|16297&0|4505&1|18685&0|6542&1
10096&1|16009&1|19091&1|3777&1|15216&1|6909&1|18075&1|3565&0|8613&1|16208&1;668&1|5516&1|13077&1;10096&1|16009&1|19091&1|3777&1|15216&1|6909&1|18075&1|3565&0|8613&1|16208&1|668&1|5516&1|13077&1
9357&1|18014&1|6498&1|18167&1|9134&1|450&1|10567&1|1571&1|14620&1|1600&1;6423&1|18713&1|11051&1;9357&1|18014&1|6498&1|18167&1|9134&1|450&1|10567&1|1571&1|14620&1|1600&1|6423&1|18713&1|11051&1
12286&0|36&0|12087&0|12286&0|9769&0|16330&0|14063&0|20507&0|13762&0|10746&0;9840&0|9388&0|6299&0;12286&0|36&0|12087&0|12286&0|9769&0|16330&0|14063&0|20507&0|13762&0|10746&0|9840&0|9388&0|6299&0
20566&0|9853&1|13818&1|1533&1|20303&1|11484&1|4192&0|3015&1|14436&0|11749&0;5996&1|13818&1|3015&1;20566&0|9853&1|13818&1|1533&1|20303&1|11484&1|4192&0|3015&1|14436&0|11749&0|5996&1|13818&1|3015&1
8108&0|7291&0|11555&1|7181&0|18181&1|695&0|8339&0|16666&0|7148&0|8422&0;15591&0|18347&0|11682&1;8108&0|7291&0|11555&1|7181&0|18181&1|695&0|8339&0|16666&0|7148&0|8422&0|15591&0|18347&0|11682&1
14708&0|20734&1|8424&1|5657&0|8697&1|18816&1|37&1|8424&0|5657&1|13577&1;18816&0|37&0|16156&0;14708&0|20734&1|8424&1|5657&0|8697&1|18816&1|37&1|8424&0|5657&1|13577&1|18816&0|37&0|16156&0
1731&0|1731&1|5684&1|15251&0|11909&1|3840&1|20446&1|16475&0|6052&1|10852&1;6052&0|5684&0|3840&0;1731&0|1731&1|5684&1|15251&0|11909&1|3840&1|20446&1|16475&0|6052&1|10852&1|6052&0|5684&0|3840&0
13561&0|18411&1|12493&1|4017&0|2971&0|8934&0|18886&0|19395&1|9700&0|12588&0;18346&0|16387&0|13913&0;13561&0|18411&1|12493&1|4017&0|2971&0|8934&0|18886&0|19395&1|9700&0|12588&0|18346&0|16387&0|13913&0
5861&0|15732&0|3500&0|19783&0|10642&0|12963&0|15216&0|7162&0|20068&1|14523&0;8566&0|14512&0|12411&0;5861&0|15732&0|3500&0|19783&0|10642&0|12963&0|15216&0|7162&0|20068&1|14523&0|8566&0|14512&0|12411&0
3965&0|18401&0|12447&0|9439&0|142&1|16966&1|12447&1|5875&0|5875&0|9657&1;5842&0|14842&0|9540&0;3965&0|18401&0|12447&0|9439&0|142&1|16966&1|12447&1|5875&0|5875&0|9657&1|5842&0|14842&0|9540&0
18718&1|15003&0|18017&0|12573&1|2946&0|1054&1|6277&0|10834&0|9588&1|16823&0;15683&0|7739&0|8645&0;18718&1|15003&0|18017&0|12573&1|2946&0|1054&1|6277&0|10834&0|9588&1|16823&0|15683&0|7739&0|8645&0
14436&0|13578&0|13474&0|3025&0|9753&0|9187&0|1273&0|10416&1|9870&1|14842&0;3958&0|5368&0|17373&0;14436&0|13578&0|13474&0|3025&0|9753&0|9187&0|1273&0|10416&1|9870&1|14842&0|3958&0|5368&0|17373&0
3554&1|15335&1|17537&1|140&1|3857&0|13018&0|4755&1|15335&1|10747&1|8052&1;13429&0|15335&1|20032&1;3554&1|15335&1|17537&1|140&1|3857&0|13018&0|4755&1|15335&1|10747&1|8052&1|13429&0|15335&1|20032&1
20165&0|14703&1|17830&0|9311&0|161&1|5166&1|12213&1|5930&1|9983&1|13085&1;2664&0|20666&0|3802&0;20165&0|14703&1|17830&0|9311&0|161&1|5166&1|12213&1|5930&1|9983&1|13085&1|2664&0|20666&0|3802&0
4458&0|14572&0|14993&0|15659&0|3329&1|15871&1|2280&1|19656&1|15871&0|5011&0;14993&1|8269&1|20481&1;4458&0|14572&0|14993&0|15659&0|3329&1|15871&1|2280&1|19656&1|15871&0|5011&0|14993&1|8269&1|20481&1
7902&1|15324&0|14446&0|14714&0|16927&0|10316&0|9783&0|11711&0|10808&0|1818&1;20057&0|1702&0|14466&0;7902&1|15324&0|14446&0|14714&0|16927&0|10316&0|9783&0|11711&0|10808&0|1818&1|20057&0|1702&0|14466&0
2500&0|1293&1|20683&0|14700&0|14700&0|19959&0|17645&1|19959&0|1889&0|16259&0;1889&0|16259&0|17248&0;2500&0|1293&1|20683&0|14700&0|14700&0|19959&0|17645&1|19959&0|1889&0|16259&0|1889&0|16259&0|17248&0
18477&1|2747&1|14221&1|3147&0|6239&1|2480&1|12622&1|18145&1|16856&1|18029&1;16364&1|12157&1|15942&1;18477&1|2747&1|14221&1|3147&0|6239&1|2480&1|12622&1|18145&1|16856&1|18029&1|16364&1|12157&1|15942&1
2755&0|14512&0|12969&0|2526&0|9177&0|14157&1|3824&1|14157&0|6059&0|2545&0;10764&1|15396&1|15659&1;2755&0|14512&0|12969&0|2526&0|9177&0|14157&1|3824&1|14157&0|6059&0|2545&0|10764&1|15396&1|15659&1
16061&1|4569&0|9177&1|4642&1|11808&1|14163&0|9562&1|5339&0|20062&0|13500&1;1313&0|1313&0|8744&0;16061&1|4569&0|9177&1|4642&1|11808&1|14163&0|9562&1|5339&0|20062&0|13500&1|1313&0|1313&0|8744&0
15216&1|4017&1|8981&0|12568&1|14005&1|1269&1|15216&1|4341&0|3286&0|19094&0;11167&1|163&0|15972&1;15216&1|4017&1|8981&0|12568&1|14005&1|1269&1|15216&1|4341&0|3286&0|19094&0|11167&1|163&0|15972&1
14844&0|15400&0|6358&0|1592&0|19328&0|20757&0|12354&0|17058&0|10457&0|5218&0;11945&1|20702&0|12726&0;14844&0|15400&0|6358&0|1592&0|19328&0|20757&0|12354&0|17058&0|10457&0|5218&0|11945&1|20702&0|12726&0
15292&1|8636&0|7041&0|16293&0|15617&0|18011&0|3637&0|13156&0|3334&0|4290&0;15581&0|10515&0|6840&0;15292&1|8636&0|7041&0|16293&0|15617&0|18011&0|3637&0|13156&0|3334&0|4290&0|15581&0|10515&0|6840&0
10565&0|8130&0|10545&0|10565&0|10545&0|8130&1|16387&0|16328&0|15606&1|10545&0;14917&1|3569&0|1616&1;10565&0|8130&0|10545&0|10565&0|10545&0|8130&1|16387&0|16328&0|15606&1|10545&0|14917&1|3569&0|1616&1
16689&1|2525&1|2525&1|5270&1|5270&0|16689&1|2123&1|12842&1|15420&1|2203&1;2767&1|7254&1|10834&1;16689&1|2525&1|2525&1|5270&1|5270&0|16689&1|2123&1|12842&1|15420&1|2203&1|2767&1|7254&1|10834&1
20023&0|10364&0|15216&1|4118&0|15216&0|6251&0|13163&1|17903&0|9657&0|10642&0;13598&0|9942&0|6779&0;20023&0|10364&0|15216&1|4118&0|15216&0|6251&0|13163&1|17903&0|9657&0|10642&0|13598&0|9942&0|6779&0
17537&1|9049&0|14047&1|1854&1|14047&0|9133&0|17537&0|20432&0|9049&1|9133&1;8535&1|3700&1|15659&1;17537&1|9049&0|14047&1|1854&1|14047&0|9133&0|17537&0|20432&0|9049&1|9133&1|8535&1|3700&1|15659&1
5896&1|5883&1|8052&1|12507&1|19586&1|20061&0|7692&1|8894&1|8108&1|663&1;20409&1|9454&1|5323&1;5896&1|5883&1|8052&1|12507&1|19586&1|20061&0|7692&1|8894&1|8108&1|663&1|20409&1|9454&1|5323&1
824&0|12391&0|3819&0|2414&0|16944&1|824&0|20490&1|20490&0|2414&0|824&0;13003&0|13003&0|9348&0;824&0|12391&0|3819&0|2414&0|16944&1|824&0|20490&1|20490&0|2414&0|824&0|13003&0|13003&0|9348&0
14004&1|3644&1|6244&1|17213&1|10660&1|17526&1|2383&1|11704&1|8851&1|8703&0;10801&0|15353&1|7543&1;14004&1|3644&1|6244&1|17213&1|10660&1|17526&1|2383&1|11704&1|8851&1|8703&0|10801&0|15353&1|7543&1
4328&1|18412&0|18412&0|6069&1|13144&1|15625&1|4660&1|5567&1|601&1|17662&1;370&1|16511&1|370&0;4328&1|18412&0|18412&0|6069&1|13144&1|15625&1|4660&1|5567&1|601&1|17662&1|370&1|16511&1|370&0
6004&1|8616&0|9562&0|8751&1|8445&0|6799&0|14423&1|19587&0|1284&1|8616&1;15268&0|5937&0|14706&0;6004&1|8616&0|9562&0|8751&1|8445&0|6799&0|14423&1|19587&0|1284&1|8616&1|15268&0|5937&0|14706&0
20683&1|13598&1|18940&0|17694&0|10234&1|5703&0|19094&0|11484&1|37&1|4970&0;8305&0|18740&0|4561&0;20683&1|13598&1|18940&0|17694&0|10234&1|5703&0|19094&0|11484&1|37&1|4970&0|8305&0|18740&0|4561&0
15511&1|19043&1|4669&0|9677&1|11291&0|5435&1|20617&1|12039&0|20622&1|7625&1;3312&0|1872&0|19470&0;15511&1|19043&1|4669&0|9677&1|11291&0|5435&1|20617&1|12039&0|20622&1|7625&1|3312&0|1872&0|19470&0
15900&1|9657&0|9884&0|4118&0|7066&1|13163&0|8566&0|11776&0|7502&0|20031&0;15216&1|2494&0|19180&1;15900&1|9657&0|9884&0|4118&0|7066&1|13163&0|8566&0|11776&0|7502&0|20031&0|15216&1|2494&0|19180&1
10093&1|9276&0|2993&0|6400&0|7863&0|4458&0|6367&0|3525&1|2238&1|15841&0;6580&1|4673&0|2634&0;10093&1|9276&0|2993&0|6400&0|7863&0|4458&0|6367&0|3525&1|2238&1|15841&0|6580&1|4673&0|2634&0
8427&1|10041&0|13602&0|8427&1|17874&0|13602&0|20222&1|19036&0|14140&0|20222&0;17874&0|10041&1|13602&1;8427&1|10041&0|13602&0|8427&1|17874&0|13602&0|20222&1|19036&0|14140&0|20222&0|17874&0|10041&1|13602&1
11019&0|17616&1|20729&1|10730&1|5660&1|5660&0|6836&1|5660&0|11019&1|20553&1;1766&1|9686&1|4754&1;11019&0|17616&1|20729&1|10730&1|5660&1|5660&0|6836&1|5660&0|11019&1|20553&1|1766&1|9686&1|4754&1
14782&1|6886&1|10580&1|6291&1|10666&1|10287&1|4496&0|314&0|10259&1|7778&1;686&0|9244&0|695&0;14782&1|6886&1|10580&1|6291&1|10666&1|10287&1|4496&0|314&0|10259&1|7778&1|686&0|9244&0|695&0
17956&1|7162&1|5861&1|12729&0|16975&1|12411&1|16313&1|18485&0|142&1|18174&0;14523&1|2903&1|15344&1;17956&1|7162&1|5861&1|12729&0|16975&1|12411&1|16313&1|18485&0|142&1|18174&0|14523&1|2903&1|15344&1
5368&1|16796&1|10636&0|12289&0|11945&1|8398&0|12621&0|16791&1|12621&0|11203&1;18947&1|12894&0|3905&1;5368&1|16796&1|10636&0|12289&0|11945&1|8398&0|12621&0|16791&1|12621&0|11203&1|18947&1|12894&0|3905&1
14765&0|15806&0|29&0|12371&0|18913&1|13326&1|6402&0|5048&0|19953&0|16304&1;16304&0|8316&0|10480&1;14765&0|15806&0|29&0|12371&0|18913&1|13326&1|6402&0|5048&0|19953&0|16304&1|16304&0|8316&0|10480&1
19142&1|809&0|337&0|19478&1|8380&1|11798&1|4772&1|16797&1|10613&0|397&1;1146&0|20446&0|13345&0;19142&1|809&0|337&0|19478&1|8380&1|11798&1|4772&1|16797&1|10613&0|397&1|1146&0|20446&0|13345&0
8052&0|11945&0|13598&0|3554&0|14700&0|13965&0|11749&0|4458&0|2494&1|14047&0;4312&0|12604&0|10581&1;8052&0|11945&0|13598&0|3554&0|14700&0|13965&0|11749&0|4458&0|2494&1|14047&0|4312&0|12604&0|10581&1
18947&0|16791&0|19298&1|3905&0|10636&0|12621&1|10636&1|5368&0|10581&0|12289&1;13598&1|18450&1|18655&1;18947&0|16791&0|19298&1|3905&0|10636&0|12621&1|10636&1|5368&0|10581&0|12289&1|13598&1|18450&1|18655&1
7551&0|12656&0|8962&0|5301&0|8962&0|4364&0|9863&0|12656&0|947&0|4952&1;17873&1|17873&0|4364&1;7551&0|12656&0|8962&0|5301&0|8962&0|4364&0|9863&0|12656&0|947&0|4952&1|17873&1|17873&0|4364&1
5052&0|7902&0|14700&0|10115&0|6328&0|1072&1|3859&0|10970&0|19015&0|16666&0;828&0|10090&0|20618&0;5052&0|7902&0|14700&0|10115&0|6328&0|1072&1|3859&0|10970&0|19015&0|16666&0|828&0|10090&0|20618&0
13408&0|10394&0|9526&0|13768&0|17386&0|6736&0|19655&0|3305&1|13768&1|11435&0;2443&0|20138&0|20631&1;13408&0|10394&0|9526&0|13768&0|17386&0|6736&0|19655&0|3305&1|13768&1|11435&0|2443&0|20138&0|20631&1
18914&1|4689&1|14068&1|152&0|9570&0|14068&1|5965&0|5965&1|14326&1|6812&1;20393&1|7820&1|6812&1;18914&1|4689&1|14068&1|152&0|9570&0|14068&1|5965&0|5965&1|14326&1|6812&1|20393&1|7820&1|6812&1
11484&0|4275&1|7990&0|7990&1|12586&0|6400&0|5920&0|12438&0|12438&1|2419&1;20387&0|19895&0|4017&0;11484&0|4275&1|7990&0|7990&1|12586&0|6400&0|5920&0|12438&0|12438&1|2419&1|20387&0|19895&0|4017&0
1554&0|16069&1|3856&1|12199&1|10392&1|15629&1|12097&1|1784&1|13884&1|7286&1;20591&1|17949&1|16279&1;1554&0|16069&1|3856&1|12199&1|10392&1|15629&1|12097&1|1784&1|13884&1|7286&1|20591&1|17949&1|16279&1
20270&1|17956&0|17817&0|10242&1|13951&0|17626&0|17498&0|18261&1|14950&0|11288&1;1947&0|7595&0|17445&1;20270&1|17956&0|17817&0|10242&1|13951&0|17626&0|17498&0|18261&1|14950&0|11288&1|1947&0|7595&0|17445&1
17120&0|12371&0|12357&1|17359&0|13892&0|20180&0|12371&1|12357&0|4053&0|5696&0;9272&1|5965&0|5169&1;17120&0|12371&0|12357&1|17359&0|13892&0|20180&0|12371&1|12357&0|4053&0|5696&0|9272&1|5965&0|5169&1
4084&1|18465&1|10368&0|8535&1|20004&1|7000&1|20029&1|425&1|1277&1|20741&1;15937&1|668&1|19806&1;4084&1|18465&1|10368&0|8535&1|20004&1|7000&1|20029&1|425&1|1277&1|20741&1|15937&1|668&1|19806&1
10110&0|7386&0|3583&0|7859&0|20716&0|17791&0|5833&0|6276&0|15059&0|5833&0;14896&0|6446&0|20256&0;10110&0|7386&0|3583&0|7859&0|20716&0|17791&0|5833&0|6276&0|15059&0|5833&0|14896&0|6446&0|20256&0
16640&0|12276&0|18016&0|12276&1|11780&0|17357&0|6034&0|16517&0|1566&0|17780&0;12534&0|11852&0|13847&1;16640&0|12276&0|18016&0|12276&1|11780&0|17357&0|6034&0|16517&0|1566&0|17780&0|12534&0|11852&0|13847&1
11578&1|16325&0|17302&0|12914&0|11807&0|9264&0|17796&0|16819&0|17219&0|10831&0;13383&1|7182&1|18997&1;11578&1|16325&0|17302&0|12914&0|11807&0|9264&0|17796&0|16819&0|17219&0|10831&0|13383&1|7182&1|18997&1
14842&0|20387&0|11484&0|1284&0|1224&0|1284&0|20387&0|19895&0|11484&1|12604&0;8566&1|11920&0|7724&0;14842&0|20387&0|11484&0|1284&0|1224&0|1284&0|20387&0|19895&0|11484&1|12604&0|8566&1|11920&0|7724&0
19959&0|15089&1|6158&0|19959&0|12507&0|10970&0|13959&0|3067&0|16328&0|10970&0;15413&0|5337&0|10069&0;19959&0|15089&1|6158&0|19959&0|12507&0|10970&0|13959&0|3067&0|16328&0|10970&0|15413&0|5337&0|10069&0
4192&0|9853&1|8718&0|7291&0|9811&0|10234&1|20683&0|1224&1|15216&1|14700&0;9860&0|8422&1|2473&1;4192&0|9853&1|8718&0|7291&0|9811&0|10234&1|20683&0|1224&1|15216&1|14700&0|9860&0|8422&1|2473&1
11357&0|16864&1|11316&1|16898&1|9815&0|11316&0|1425&1|8971&1|10177&0|9780&1;9815&0|19143&0|3690&0;11357&0|16864&1|11316&1|16898&1|9815&0|11316&0|1425&1|8971&1|10177&0|9780&1|9815&0|19143&0|3690&0
